iter,aa_effect
1,0.0008373539614817266
2,0.0021930698991187852
3,-0.003548785836755844
4,-0.00195382591012401
5,-0.0008373539614817266
6,-0.002512061884445152
7,-0.004027273814745394
8,0.002272817895450377
9,-0.002751305873439927
10,0.0029108018661031104
11,-0.006020973723035214
12,-0.002272817895450377
13,-0.002033573906455602
14,-0.0005981099724869515
15,0.0029108018661031104
16,-0.0028310538697715187
17,-0.005063997767056114
18,-0.0006778579688185432
19,-0.00099684995414491
20,0.002272817895450377
21,0.0034690378404242522
22,0.006579209697356356
23,-0.002033573906455602
24,-0.00019936999082897922
25,-0.0026715578771083354
26,-0.00195382591012401
27,0.0010765979504765016
28,0.00147533793213446
29,0.0034690378404242522
30,0.002990549862434702
31,-3.987399816579584e-05
32,0.0013158419394712767
33,0.0036285338330874356
34,0.0006778579688185432
35,0.00019936999082897922
36,0.00043861397982376815
37,-0.0009171019578133183
38,-0.0018740779137924185
39,0.0029108018661031104
40,-0.0009171019578133183
41,-0.0025918098807767437
42,0.004107021811076986
43,-0.0009171019578133183
44,-0.006499461701024764
45,0.004665257785398141
46,0.0010765979504765016
47,0.0005981099724869515
48,-0.0007576059651501349
49,0.0005981099724869515
50,0.002751305873439927
51,3.987399816579584e-05
52,-0.0016348339247976434
53,-0.00035886598349217647
54,0.0034690378404242522
55,-0.0017145819211292351
56,0.008732405598309331
57,0.00019936999082897922
58,0.0017943299174608268
59,-0.004426013796403366
60,0.0023525658917819686
61,-0.0021930698991187852
62,-0.0009171019578133183
63,0.0011563459468080933
64,0.004505761792734958
65,-0.00011962199449738753
66,-0.003548785836755844
67,0.001236093943139685
68,-0.0011563459468080933
69,0.002751305873439927
70,0.0021930698991187852
71,0.0017943299174608268
72,0.003229793851429477
73,-0.002033573906455602
74,0.004107021811076986
75,0.0017145819211292351
76,0.003788029825750619
77,0.002751305873439927
78,3.987399816579584e-05
79,-3.987399816579584e-05
80,-0.00147533793213446
81,-0.001236093943139685
82,0.00035886598349217647
83,0.0005183619761553598
84,0.003947525818413802
85,-0.0016348339247976434
86,-3.987399816579584e-05
87,-0.0015550859284660518
88,0.0017145819211292351
89,-0.0023525658917819686
90,0.0036285338330874356
91,-0.0002791179871605709
92,-0.0037082818294190273
93,-0.004824753778061325
94,0.0016348339247976434
95,0.0017943299174608268
96,0.0017145819211292351
97,0.0011563459468080933
98,0.0009171019578133183
99,-0.0002791179871605709
100,0.001236093943139685
101,-0.002990549862434702
102,-0.00011962199449738753
103,0.0007576059651501349
104,-0.003309541847761069
105,-0.0013158419394712767
106,0.0031500458550978855
107,-0.00035886598349217647
108,0.0023525658917819686
109,-0.001236093943139685
110,0.0021133219027871936
111,-0.0009171019578133183
112,0.0015550859284660518
113,0.002033573906455602
114,0.0024323138881135603
115,0.0009171019578133183
116,-0.003229793851429477
117,-0.0005183619761553598
118,-0.00458550978906655
119,-0.004665257785398141
120,-0.001236093943139685
121,0.004027273814745394
122,0.00043861397982376815
123,0.0029108018661031104
124,-0.003548785836755844
125,0.00195382591012401
126,-0.002512061884445152
127,-0.0029108018661031104
128,-0.0008373539614817266
129,0.006020973723035214
130,0.00019936999082897922
131,-0.00147533793213446
132,0.0010765979504765016
133,-0.0018740779137924185
134,-0.0025918098807767437
135,-0.003548785836755844
136,-0.00011962199449738753
137,0.004505761792734958
138,0.00011962199449738753
139,0.002033573906455602
140,0.00458550978906655
141,0.002033573906455602
142,0.00099684995414491
143,0.00099684995414491
144,-0.0016348339247976434
145,0.0005981099724869515
146,0.0036285338330874356
147,-0.0013955899358028684
148,0.0010765979504765016
149,0.0021133219027871936
150,-0.003070297858766294
151,0.0005183619761553598
152,-0.0010765979504765016
153,0.0006778579688185432
154,0.0017943299174608268
155,0.0017145819211292351
156,0.0033892898440926605
157,0.0006778579688185432
158,-0.0013955899358028684
159,0.0009171019578133183
160,0.0015550859284660518
161,-0.002033573906455602
162,3.987399816579584e-05
163,0.0007576059651501349
164,-0.0021133219027871936
165,-0.00147533793213446
166,-0.0010765979504765016
167,-0.0033892898440926605
168,-0.004745005781729733
169,0.0010765979504765016
170,0.002512061884445152
171,0.0011563459468080933
172,-0.003548785836755844
173,-0.004505761792734958
174,-0.00035886598349217647
175,0.001236093943139685
176,0.002272817895450377
177,-0.0005183619761553598
178,0.0005183619761553598
179,0.00035886598349217647
180,-3.987399816579584e-05
181,-0.0025918098807767437
182,-0.00043861397982376815
183,0.0068982016826827225
184,-0.0026715578771083354
185,0.0015550859284660518
186,-0.004745005781729733
187,-0.0036285338330874356
188,-0.002512061884445152
189,-0.003548785836755844
190,-0.004346265800071775
191,-0.00043861397982376815
192,3.987399816579584e-05
193,3.987399816579584e-05
194,0.0013158419394712767
195,-0.00035886598349217647
196,0.00019936999082897922
197,0.002033573906455602
198,-0.0011563459468080933
199,-0.0021133219027871936
200,-0.0005183619761553598
